Nome do Repositorio;Data de Criacao;Data de Atualizacao;Linguagem Primaria;Total de Releases;Pull Requests Aceitos;Total de Issues;Issues Fechadas
FuelLabs/fuels-ts;2021-09-03T18:11:03Z;2026-03-05T08:25:54Z;TypeScript;156;1979;1457;1400
mudler/LocalAI;2023-03-18T22:58:02Z;2026-03-05T21:57:11Z;Go;97;4936;1279;1157
zhongyang219/TrafficMonitor;2017-07-30T02:51:17Z;2026-03-05T19:47:13Z;C++;26;67;1976;729
getsentry/sentry;2010-08-30T22:06:41Z;2026-03-05T22:31:36Z;Python;163;81844;16718;14835
helix-editor/helix;2020-06-01T04:26:56Z;2026-03-05T21:41:29Z;Rust;30;4613;5737;4729
milvus-io/milvus;2019-09-16T06:43:43Z;2026-03-05T18:41:03Z;Go;153;24813;15199;14362
Unitech/pm2;2013-05-21T03:25:25Z;2026-03-04T23:33:41Z;JavaScript;134;558;5118;4103
9001/copyparty;2019-05-26T15:28:33Z;2026-03-05T22:32:15Z;Python;336;169;854;642
apache/spark;2014-02-25T08:00:08Z;2026-03-05T21:23:08Z;Scala;0;9;13;3
cli/cli;2019-10-03T15:24:53Z;2026-03-05T20:45:43Z;Go;189;2815;5781;4879
Light-City/CPlusPlusThings;2019-07-14T08:45:45Z;2026-03-05T15:46:56Z;C++;0;72;230;218
Kong/kong;2014-11-17T23:56:08Z;2026-03-05T22:12:48Z;Lua;145;6501;4590;4532
ziglang/zig;2015-08-06T00:51:28Z;2026-03-05T19:50:21Z;Zig;21;9540;13518;10187
faif/python-patterns;2012-06-06T21:02:35Z;2026-03-05T21:23:09Z;Python;0;289;97;86
alex/what-happens-when;2013-11-07T04:30:06Z;2026-03-05T13:20:55Z;N/A;0;108;296;54
tmux/tmux;2015-06-03T23:32:55Z;2026-03-05T22:23:34Z;C;39;2;3897;3862
mitmproxy/mitmproxy;2010-02-16T04:10:13Z;2026-03-05T22:26:50Z;Python;79;2730;3641;3277
k88hudson/git-flight-rules;2014-07-22T20:35:09Z;2026-03-05T22:34:27Z;N/A;0;226;73;57
bannedbook/fanqiang;2015-01-14T00:34:25Z;2026-03-05T19:15:41Z;Kotlin;3;3;812;485
jgm/pandoc;2010-03-20T20:34:23Z;2026-03-05T19:58:19Z;Haskell;153;1760;8180;7214
hiroi-sora/Umi-OCR;2022-03-28T04:01:46Z;2026-03-05T21:25:19Z;Python;31;58;840;517
DIYgod/RSSHub;2018-04-02T14:43:21Z;2026-03-05T20:41:59Z;TypeScript;0;12099;6319;5960
Alamofire/Alamofire;2014-07-31T05:56:19Z;2026-03-05T10:02:20Z;Swift;104;664;2812;2779
files-community/Files;2019-01-04T18:19:14Z;2026-03-05T22:17:22Z;C#;130;5511;11065;10560
exo-explore/exo;2024-06-24T18:36:22Z;2026-03-05T22:22:41Z;Python;13;601;731;625
apachecn/ailearning;2017-02-25T08:53:02Z;2026-03-05T21:23:12Z;Python;2;478;116;113
mingrammer/diagrams;2020-02-02T15:23:24Z;2026-03-05T18:21:18Z;Python;46;341;539;224
colinhacks/zod;2020-03-07T20:59:08Z;2026-03-05T20:11:38Z;TypeScript;201;975;3008;2844
sharkdp/fd;2017-05-09T21:27:10Z;2026-03-05T22:15:18Z;Rust;41;708;950;817
gradio-app/gradio;2018-12-19T08:24:04Z;2026-03-05T21:23:56Z;Python;1000;5357;6464;6024
zhayujie/chatgpt-on-wechat;2022-08-07T08:33:41Z;2026-03-05T20:42:40Z;Python;66;286;2023;1715
fastapi/full-stack-fastapi-template;2019-02-23T15:08:34Z;2026-03-05T22:32:42Z;TypeScript;12;621;436;436
nolimits4web/swiper;2012-03-14T19:11:45Z;2026-03-05T20:35:47Z;JavaScript;94;619;5809;5575
deepspeedai/DeepSpeed;2020-01-23T18:35:18Z;2026-03-05T18:44:34Z;Python;107;2946;3310;2157
apache/dubbo;2012-06-19T07:56:02Z;2026-03-05T22:22:57Z;Java;113;6023;7367;6562
siyuan-note/siyuan;2020-08-30T09:21:35Z;2026-03-05T22:33:49Z;TypeScript;878;683;16200;15865
byoungd/English-level-up-tips;2017-05-30T07:18:52Z;2026-03-05T18:02:55Z;N/A;0;26;106;78
ray-project/ray;2016-10-25T19:38:30Z;2026-03-05T22:24:51Z;Python;122;30078;22413;19492
nwjs/nw.js;2012-01-04T06:21:10Z;2026-03-05T17:25:04Z;JavaScript;0;576;7434;6483
yarnpkg/yarn;2016-01-19T17:39:16Z;2026-03-05T16:04:36Z;JavaScript;153;1655;6615;4740
Aider-AI/aider;2023-05-09T18:57:49Z;2026-03-05T21:42:46Z;Python;93;284;3975;2807
dcloudio/uni-app;2018-07-12T08:52:39Z;2026-03-05T13:18:07Z;JavaScript;0;555;5054;4387
usebruno/bruno;2022-09-27T20:51:45Z;2026-03-05T19:03:57Z;JavaScript;160;2057;3898;2431
psf/black;2018-03-14T19:54:45Z;2026-03-05T19:46:38Z;Python;51;1725;2777;2483
dylanaraps/pure-bash-bible;2018-06-13T01:39:33Z;2026-03-05T22:34:47Z;Shell;0;28;77;33
logseq/logseq;2020-05-23T00:06:06Z;2026-03-05T22:33:14Z;Clojure;152;3133;8098;7135
hpcaitech/ColossalAI;2021-10-28T16:19:44Z;2026-03-05T19:22:25Z;Python;50;3705;1741;1299
hexojs/hexo;2012-09-23T15:17:08Z;2026-03-05T09:41:41Z;TypeScript;117;975;3993;3918
zai-org/ChatGLM-6B;2023-03-13T12:00:18Z;2026-03-05T13:34:43Z;Python;0;49;1312;751
ccxt/ccxt;2017-05-14T15:41:56Z;2026-03-05T20:11:46Z;Python;215;14188;11302;10502
bailicangdu/vue2-elm;2016-12-23T01:49:20Z;2026-03-04T02:33:31Z;Vue;0;21;631;512
fastlane/fastlane;2014-12-02T17:00:38Z;2026-03-05T19:12:34Z;Ruby;560;6343;13260;12592
karanpratapsingh/system-design;2022-08-15T18:59:54Z;2026-03-05T21:22:53Z;N/A;0;12;23;21
ComposioHQ/awesome-claude-skills;2025-10-17T07:15:01Z;2026-03-05T22:24:11Z;Python;0;20;56;3
curl/curl;2010-03-18T22:32:22Z;2026-03-05T21:47:37Z;C;94;203;5378;5365
juspay/hyperswitch;2022-10-17T11:18:28Z;2026-03-05T17:44:04Z;Rust;152;6524;3467;2509
chubin/cheat.sh;2017-05-07T21:40:56Z;2026-03-05T19:36:40Z;Python;0;129;265;135
styled-components/styled-components;2016-08-16T06:41:32Z;2026-03-05T13:59:48Z;TypeScript;189;995;2985;2676
payloadcms/payload;2021-01-05T18:49:45Z;2026-03-05T22:35:36Z;TypeScript;559;6752;4381;4108
vuetifyjs/vuetify;2016-09-12T00:39:35Z;2026-03-05T19:17:44Z;TypeScript;641;4661;15277;14796
janhq/jan;2023-08-17T02:17:10Z;2026-03-05T22:01:29Z;TypeScript;97;3420;3313;3074
tabler/tabler;2018-02-01T09:08:59Z;2026-03-05T21:42:35Z;HTML;51;787;1150;1063
CherryHQ/cherry-studio;2024-05-24T01:56:26Z;2026-03-05T22:09:28Z;TypeScript;246;3020;8647;8165
Raphire/Win11Debloat;2020-10-27T22:26:59Z;2026-03-05T22:29:47Z;PowerShell;23;58;286;251
LC044/WeChatMsg;2023-01-11T05:03:49Z;2026-03-05T20:40:55Z;N/A;0;62;0;0
jingyaogong/minimind;2024-07-27T04:34:12Z;2026-03-05T18:06:32Z;Python;2;9;549;524
zen-browser/desktop;2024-03-28T00:05:55Z;2026-03-05T21:44:58Z;JavaScript;155;784;8463;7976
bradtraversy/50projects50days;2020-11-16T14:39:01Z;2026-03-05T20:41:45Z;CSS;0;44;0;0
calcom/cal.com;2021-03-22T13:47:42Z;2026-03-05T22:33:25Z;TypeScript;611;12900;9055;8074
DataExpert-io/data-engineer-handbook;2023-11-19T19:47:41Z;2026-03-05T22:27:13Z;Jupyter Notebook;0;177;84;71
saadeghi/daisyui;2020-11-28T22:57:27Z;2026-03-05T21:59:16Z;Svelte;184;524;2113;2083
chakra-ui/chakra-ui;2019-08-17T14:27:54Z;2026-03-05T22:04:30Z;TypeScript;1000;2927;4284;4279
QSCTech/zju-icicles;2016-06-28T16:17:32Z;2026-03-05T15:32:43Z;HTML;0;232;78;69
twentyhq/twenty;2022-12-01T13:04:40Z;2026-03-05T22:02:38Z;TypeScript;59;10118;6134;5921
charmbracelet/bubbletea;2020-01-10T21:04:03Z;2026-03-05T21:55:25Z;Go;72;673;408;314
aria2/aria2;2010-11-27T09:41:48Z;2026-03-05T22:17:16Z;C++;24;254;1914;826
zbezj/HEU_KMS_Activator;2019-06-23T00:49:35Z;2026-03-05T17:52:45Z;N/A;49;0;194;31
wg/wrk;2012-03-20T11:12:28Z;2026-03-05T16:00:06Z;C;0;0;407;262
remoteintech/remote-jobs;2015-10-13T03:49:25Z;2026-03-05T14:43:10Z;Nunjucks;0;1374;202;196
php/php-src;2011-06-16T01:52:25Z;2026-03-05T22:32:52Z;C;42;4788;4931;3990
vim/vim;2015-08-18T21:03:56Z;2026-03-05T20:39:42Z;Vim Script;0;440;9354;7785
google-research/bert;2018-10-25T22:57:34Z;2026-03-05T20:37:17Z;Python;0;32;1145;355
pingcap/tidb;2015-09-06T04:01:52Z;2026-03-05T20:45:32Z;Go;213;34623;22424;17967
evanw/esbuild;2016-06-14T16:08:50Z;2026-03-05T20:44:58Z;Go;309;257;3858;3313
HeyPuter/puter;2024-03-03T01:44:32Z;2026-03-05T22:29:04Z;JavaScript;8;1319;1014;847
trpc/trpc;2020-07-18T01:17:11Z;2026-03-05T17:06:45Z;TypeScript;230;3850;1339;1190
go-gorm/gorm;2013-10-25T08:31:38Z;2026-03-05T18:21:43Z;Go;11;775;6095;5609
freefq/free;2020-06-07T02:48:33Z;2026-03-05T16:32:07Z;N/A;0;0;809;257
videojs/video.js;2010-05-14T18:45:10Z;2026-03-05T08:26:57Z;JavaScript;334;1819;5416;4817
danielmiessler/Fabric;2024-01-03T23:18:31Z;2026-03-05T22:17:49Z;Go;382;599;836;814
floodsung/Deep-Learning-Papers-Reading-Roadmap;2016-10-14T11:49:48Z;2026-03-05T20:21:11Z;Python;0;28;57;5
lm-sys/FastChat;2023-03-19T00:18:02Z;2026-03-05T12:23:09Z;Python;14;852;1926;1067
photoprism/photoprism;2018-01-27T12:00:15Z;2026-03-05T22:06:35Z;Go;80;881;2487;2054
gofiber/fiber;2020-01-16T03:59:20Z;2026-03-05T22:01:42Z;Go;135;2113;1630;1594
appsmithorg/appsmith;2020-06-30T04:07:36Z;2026-03-05T19:51:03Z;TypeScript;302;14089;23707;19299
facebookresearch/faiss;2017-02-07T16:07:05Z;2026-03-05T20:33:12Z;C++;25;137;2726;2499
bmad-code-org/BMAD-METHOD;2025-04-13T14:54:25Z;2026-03-05T21:47:19Z;JavaScript;24;374;815;738
goabstract/Awesome-Design-Tools;2019-02-12T13:55:30Z;2026-03-05T22:27:15Z;JavaScript;0;283;49;26
phaserjs/phaser;2013-04-12T12:27:51Z;2026-03-05T16:03:56Z;JavaScript;173;1734;4601;4512
Dogfalo/materialize;2014-09-12T19:35:38Z;2026-03-05T14:51:24Z;JavaScript;41;449;5222;4599
google/styleguide;2015-05-20T19:18:59Z;2026-03-05T20:31:27Z;HTML;0;197;363;244
koalaman/shellcheck;2012-11-17T03:15:11Z;2026-03-05T19:46:28Z;Haskell;30;331;2944;1759
suno-ai/bark;2023-04-07T19:34:48Z;2026-03-05T22:34:39Z;Jupyter Notebook;0;19;477;242
imputnet/cobalt;2022-07-08T18:12:55Z;2026-03-05T21:51:55Z;Svelte;0;249;1003;807
QuivrHQ/quivr;2023-05-12T23:53:30Z;2026-03-05T12:30:11Z;Python;354;1824;1538;1534
DataTalksClub/data-engineering-zoomcamp;2021-10-21T09:32:50Z;2026-03-05T22:08:48Z;Jupyter Notebook;0;454;141;139
google/leveldb;2014-08-27T21:17:52Z;2026-03-05T16:29:38Z;C++;21;64;788;540
2noise/ChatTTS;2024-05-27T18:26:49Z;2026-03-05T16:30:46Z;Python;6;220;672;614
chatboxai/chatbox;2023-03-06T12:22:15Z;2026-03-05T22:19:47Z;TypeScript;52;0;2498;1503
mifi/lossless-cut;2016-10-30T10:49:56Z;2026-03-05T21:48:36Z;TypeScript;105;223;1804;1565
remotion-dev/remotion;2020-06-23T19:49:10Z;2026-03-05T22:34:28Z;TypeScript;596;4193;2212;2141
novuhq/novu;2021-08-26T15:22:44Z;2026-03-05T16:10:28Z;TypeScript;108;6877;1668;1544
mindsdb/mindsdb;2018-08-02T17:56:45Z;2026-03-05T20:56:36Z;Python;337;5779;4400;4327
nushell/nushell;2019-05-10T16:59:42Z;2026-03-05T22:17:26Z;Rust;117;8456;7025;5559
freeCodeCamp/devdocs;2013-10-24T18:16:07Z;2026-03-05T20:30:16Z;Ruby;0;982;1263;1065
impress/impress.js;2011-12-28T22:23:19Z;2026-03-05T15:15:04Z;JavaScript;15;124;483;432
agno-agi/agno;2022-05-04T15:23:02Z;2026-03-05T19:07:25Z;Python;172;2896;1969;1696
preactjs/preact;2015-09-11T02:40:18Z;2026-03-05T08:34:48Z;JavaScript;240;1993;1928;1868
google/googletest;2015-07-28T15:07:53Z;2026-03-05T18:13:26Z;C++;11;813;2364;1989
gto76/python-cheatsheet;2018-01-25T04:16:53Z;2026-03-05T10:33:54Z;Python;0;0;27;27
PatrickJS/awesome-cursorrules;2024-09-16T15:38:38Z;2026-03-05T22:27:26Z;MDX;0;70;51;8
tw93/Mole;2025-09-23T06:38:40Z;2026-03-05T22:28:05Z;Shell;27;123;345;342
PhilJay/MPAndroidChart;2014-04-25T14:29:47Z;2026-03-04T06:08:52Z;Java;44;191;4965;2898
microsoft/qlib;2020-08-14T06:46:00Z;2026-03-05T22:33:53Z;Python;23;750;1043;762
lapce/lapce;2018-02-06T08:41:06Z;2026-03-05T22:16:45Z;Rust;35;1177;2011;1200
istio/istio;2016-11-18T23:57:21Z;2026-03-05T21:24:37Z;Go;423;29470;21708;21284
halo-dev/halo;2018-03-21T12:56:52Z;2026-03-05T19:46:00Z;Java;250;2953;4578;4344
Kong/insomnia;2016-04-23T03:54:26Z;2026-03-05T22:15:33Z;TypeScript;547;3749;3977;3252
ant-design/ant-design-pro;2017-08-25T10:40:44Z;2026-03-05T15:34:27Z;TypeScript;26;1025;9800;9625
BerriAI/litellm;2023-07-27T00:09:52Z;2026-03-05T21:54:29Z;Python;1000;9719;9264;8445
naptha/tesseract.js;2015-06-24T02:49:52Z;2026-03-05T22:34:28Z;JavaScript;57;204;734;703
dotnet/aspnetcore;2014-03-11T06:09:42Z;2026-03-05T21:04:30Z;C#;275;18594;38651;35099
denysdovhan/wtfjs;2017-07-14T15:42:12Z;2026-03-05T05:49:42Z;JavaScript;25;125;118;96
rapid7/metasploit-framework;2011-08-30T06:13:20Z;2026-03-05T21:54:22Z;Ruby;0;11661;6427;5952
httpie/cli;2012-02-25T12:39:13Z;2026-03-05T22:26:24Z;Python;47;406;910;723
FreeCodeCampChina/freecodecamp.cn;2016-09-30T03:13:43Z;2026-03-05T04:38:14Z;CSS;0;55;587;445
pola-rs/polars;2020-05-13T19:45:33Z;2026-03-05T22:17:25Z;Rust;248;12719;12429;9913
huihut/interview;2018-02-09T09:49:48Z;2026-03-05T15:55:46Z;C++;0;36;66;65
ToolJet/ToolJet;2021-03-30T08:51:34Z;2026-03-05T22:14:50Z;JavaScript;451;7737;5153;4538
RSSNext/Folo;2024-04-08T03:23:35Z;2026-03-05T21:24:26Z;TypeScript;93;1432;2565;2184
nextlevelbuilder/ui-ux-pro-max-skill;2025-11-30T11:36:31Z;2026-03-05T22:36:06Z;Python;14;60;68;27
vlang/v;2019-02-08T02:57:06Z;2026-03-05T20:45:33Z;V;302;13076;10268;9152
outline/outline;2016-05-22T21:31:47Z;2026-03-05T19:48:11Z;TypeScript;157;4162;3916;3876
LAION-AI/Open-Assistant;2022-12-13T05:24:17Z;2026-03-05T20:35:44Z;Python;127;1616;1646;1419
TeamNewPipe/NewPipe;2015-09-03T23:39:26Z;2026-03-05T17:33:51Z;Java;140;1795;10105;8778
chatchat-space/Langchain-Chatchat;2023-03-31T12:12:45Z;2026-03-05T16:12:05Z;Python;31;621;4237;4230
google-research/google-research;2018-10-04T18:42:48Z;2026-03-05T20:37:24Z;Jupyter Notebook;0;29;1440;348
TencentARC/GFPGAN;2021-03-19T06:18:20Z;2026-03-05T20:01:42Z;Python;8;14;509;135
CorentinTh/it-tools;2020-04-05T11:50:24Z;2026-03-05T19:51:46Z;Vue;10;493;672;218
eugenp/tutorials;2013-04-29T18:26:36Z;2026-03-05T20:14:40Z;Java;0;13718;791;773
NervJS/taro;2018-04-08T09:32:26Z;2026-03-05T08:35:03Z;TypeScript;207;3465;13110;11493
vnpy/vnpy;2015-03-02T03:36:58Z;2026-03-05T20:53:54Z;Python;66;1063;2163;2151
kilimchoi/engineering-blogs;2015-06-13T18:25:17Z;2026-03-05T21:24:37Z;Ruby;0;681;97;75
code-yeongyu/oh-my-opencode;2025-12-03T01:40:05Z;2026-03-05T22:35:41Z;TypeScript;147;634;1185;964
llvm/llvm-project;2016-12-07T09:39:33Z;2026-03-05T22:31:19Z;LLVM;149;75390;92569;64494
spacedriveapp/spacedrive;2021-09-27T05:09:04Z;2026-03-05T22:11:41Z;Rust;28;1957;530;518
exacity/deeplearningbook-chinese;2016-12-07T11:46:51Z;2026-03-05T13:28:15Z;TeX;7;16;203;139
0voice/interview_internal_reference;2019-06-10T06:54:19Z;2026-03-05T09:31:13Z;Python;0;35;52;19
paperless-ngx/paperless-ngx;2022-02-12T21:56:52Z;2026-03-05T22:35:47Z;Python;143;2997;2366;2366
docker/compose;2013-12-09T11:40:58Z;2026-03-05T20:45:32Z;Go;275;3753;8279;8234
alibaba/arthas;2018-08-29T17:15:57Z;2026-03-05T10:09:31Z;Java;68;582;2130;1754
openai/gym;2016-04-27T14:59:16Z;2026-03-05T17:36:43Z;Python;19;999;1840;1727
ManimCommunity/manim;2020-05-19T02:37:13Z;2026-03-05T22:19:43Z;Python;33;2041;1738;1363
huiyadanli/RevokeMsgPatcher;2019-07-21T15:12:52Z;2026-03-05T12:55:10Z;C#;21;12;993;945
satwikkansal/wtfpython;2017-08-28T20:22:19Z;2026-03-05T08:53:12Z;Python;2;113;224;158
AobingJava/JavaFamily;2019-11-12T04:26:18Z;2026-03-05T16:04:33Z;N/A;0;2;66;60
babysor/MockingBird;2021-08-07T03:53:39Z;2026-03-05T17:36:21Z;Python;1;82;892;415
inkonchain/docs;2024-05-07T16:49:36Z;2026-03-05T13:37:18Z;MDX;0;407;37;13
drawdb-io/drawdb;2023-07-16T17:09:20Z;2026-03-05T14:39:11Z;JavaScript;0;349;337;214
exelban/stats;2019-05-29T19:24:56Z;2026-03-05T21:41:34Z;Swift;321;433;2454;2432
PKUanonym/REKCARC-TSC-UHT;2019-04-05T03:31:23Z;2026-03-05T16:03:51Z;HTML;0;175;34;32
inkonchain/node;2024-05-13T23:20:40Z;2026-03-05T13:37:22Z;Shell;6;36;26;13
sqlmapproject/sqlmap;2012-06-26T09:52:15Z;2026-03-05T22:13:01Z;Python;11;180;5394;5354
portainer/portainer;2016-05-19T20:15:28Z;2026-03-05T16:17:39Z;TypeScript;176;4784;6030;5342
inkonchain/ink-kit;2024-11-04T16:32:17Z;2026-03-05T13:37:20Z;TypeScript;0;91;5;3
shadowsocks/shadowsocks-android;2012-12-16T13:40:29Z;2026-03-05T20:21:13Z;Kotlin;186;258;2513;2459
roboflow/supervision;2022-11-28T14:08:44Z;2026-03-05T21:24:06Z;Python;35;1120;517;431
markedjs/marked;2011-07-24T13:15:51Z;2026-03-05T21:31:59Z;TypeScript;166;1642;1652;1643
open-guides/og-aws;2016-07-13T17:30:16Z;2026-03-05T21:16:21Z;Shell;0;498;228;88
alebcay/awesome-shell;2014-07-07T01:57:42Z;2026-03-05T22:11:41Z;N/A;0;307;64;23
gkd-kit/gkd;2023-07-04T03:59:15Z;2026-03-05T18:49:33Z;Kotlin;64;9;736;726
date-fns/date-fns;2014-10-06T10:24:22Z;2026-03-05T12:00:09Z;TypeScript;122;1068;2038;1382
duckdb/duckdb;2018-06-26T15:04:45Z;2026-03-05T22:26:23Z;C++;56;9604;6588;6048
huggingface/pytorch-image-models;2019-02-02T05:51:12Z;2026-03-05T21:30:30Z;Python;75;523;1026;978
karpathy/LLM101n;2024-05-27T00:23:38Z;2026-03-05T13:57:18Z;N/A;0;0;0;0
chatanywhere/GPT_API_free;2023-04-23T12:42:08Z;2026-03-05T22:06:54Z;Python;0;1;419;365
fengdu78/Coursera-ML-AndrewNg-Notes;2017-11-04T10:04:08Z;2026-03-05T12:40:15Z;HTML;0;14;69;15
DavidHDev/react-bits;2024-08-06T06:54:54Z;2026-03-05T20:27:06Z;JavaScript;0;155;477;471
typeorm/typeorm;2016-02-29T07:41:14Z;2026-03-05T22:33:26Z;TypeScript;40;2387;8557;8132
SheetJS/sheetjs;2012-12-03T19:25:52Z;2026-03-05T20:32:11Z;N/A;0;106;2386;2267
hankcs/HanLP;2014-10-09T06:36:16Z;2026-03-05T16:00:02Z;Python;62;79;1434;1426
slatedocs/slate;2013-09-13T22:15:24Z;2026-03-05T18:22:15Z;N/A;28;298;609;559
formulahendry/955.WLB;2019-03-27T23:53:37Z;2026-03-05T08:06:38Z;N/A;0;18;263;81
juanfont/headscale;2020-06-21T09:21:05Z;2026-03-05T22:07:56Z;Go;132;1232;1235;1158
lerna/lerna;2015-12-04T09:36:55Z;2026-03-05T09:41:55Z;TypeScript;249;1021;2692;2313
666ghj/BettaFish;2024-07-01T13:11:38Z;2026-03-05T18:38:12Z;Python;6;105;391;374
myshell-ai/OpenVoice;2023-11-29T12:17:01Z;2026-03-05T16:45:03Z;Python;0;18;348;73
geekxh/hello-algorithm;2020-05-29T05:47:09Z;2026-03-05T15:11:37Z;Java;0;26;44;33
XingangPan/DragGAN;2023-05-18T10:08:02Z;2026-03-05T08:37:01Z;Python;0;18;192;46
carbon-app/carbon;2017-06-16T02:50:28Z;2026-03-05T16:50:47Z;JavaScript;215;669;690;627
aseprite/aseprite;2014-08-19T23:44:50Z;2026-03-05T18:21:02Z;C++;123;482;4482;2639
opentofu/manifesto;2023-08-13T16:17:24Z;2026-03-05T15:13:00Z;HTML;0;765;26;14
servo/servo;2012-02-08T19:07:25Z;2026-03-05T20:49:33Z;Rust;5;23072;15218;12335
qbittorrent/qBittorrent;2012-02-04T09:37:46Z;2026-03-05T20:42:49Z;C++;0;4120;17275;14820
deepseek-ai/awesome-deepseek-integration;2024-01-11T02:43:17Z;2026-03-05T22:27:36Z;N/A;0;289;156;154
ShareX/ShareX;2013-10-08T23:32:10Z;2026-03-05T22:14:29Z;C#;85;774;7177;6611
reworkd/AgentGPT;2023-04-07T02:29:19Z;2026-03-05T21:18:11Z;TypeScript;12;541;469;337
fastify/fastify;2016-09-28T19:10:14Z;2026-03-05T22:37:24Z;JavaScript;308;3263;2146;2070
koajs/koa;2013-07-20T18:53:45Z;2026-03-05T14:03:56Z;JavaScript;16;541;932;914
doocs/leetcode;2018-09-16T14:03:03Z;2026-03-05T18:34:44Z;Java;21;4461;58;58
mattermost/mattermost;2015-06-15T06:50:02Z;2026-03-05T21:57:37Z;TypeScript;936;20533;9194;8657
YunaiV/ruoyi-vue-pro;2021-01-24T03:18:25Z;2026-03-05T22:23:45Z;Java;54;73;742;739
jondot/awesome-react-native;2015-03-26T19:58:06Z;2026-03-05T14:25:13Z;JavaScript;0;912;75;37
jaywcjlove/linux-command;2016-11-12T15:44:26Z;2026-03-05T13:20:23Z;Markdown;32;370;209;133
veggiemonk/awesome-docker;2014-09-21T17:01:48Z;2026-03-05T22:15:26Z;Makefile;1;991;142;136
XTLS/Xray-core;2020-11-09T11:23:10Z;2026-03-05T20:49:55Z;Go;106;1205;2778;2753
airbnb/lottie-android;2016-10-06T22:42:42Z;2026-03-05T20:22:18Z;Java;63;720;1800;1752
junegunn/vim-plug;2013-09-10T14:58:51Z;2026-03-05T21:39:56Z;Vim Script;8;179;1041;972
amruthpillai/reactive-resume;2020-03-25T14:08:22Z;2026-03-05T19:21:53Z;TypeScript;110;729;1845;1799
umami-software/umami;2020-07-17T07:59:00Z;2026-03-05T22:34:38Z;TypeScript;106;871;2074;1979
xyflow/xyflow;2019-07-15T14:47:30Z;2026-03-05T20:38:43Z;TypeScript;369;1468;2366;2274
alvarotrigo/fullPage.js;2013-09-20T11:58:29Z;2026-03-05T21:18:08Z;JavaScript;109;327;4152;4043
ueberdosis/tiptap;2018-08-20T19:58:58Z;2026-03-05T19:08:16Z;TypeScript;950;1504;3524;2713
vadimdemedes/ink;2017-06-12T06:12:28Z;2026-03-05T21:49:05Z;TypeScript;72;290;409;394
nativefier/nativefier;2015-07-05T05:56:42Z;2026-03-04T22:17:51Z;TypeScript;99;261;1237;982
solidjs/solid;2018-04-24T16:36:27Z;2026-03-05T20:45:11Z;TypeScript;36;395;1121;1024
sahat/hackathon-starter;2013-11-13T17:24:12Z;2026-03-05T13:30:41Z;JavaScript;18;449;717;716
hashicorp/vault;2015-02-25T00:15:59Z;2026-03-05T20:55:37Z;Go;176;21325;6504;5289
unknwon/the-way-to-go_ZH_CN;2013-03-24T17:18:38Z;2026-03-05T08:30:14Z;Go;0;592;0;0
DioxusLabs/dioxus;2021-01-15T01:57:26Z;2026-03-05T22:34:11Z;Rust;33;1969;2446;1853
bumptech/glide;2013-07-08T22:52:33Z;2026-03-05T20:23:36Z;Java;54;605;4517;3935
jax-ml/jax;2018-10-25T21:25:02Z;2026-03-05T22:08:10Z;Python;134;17772;6875;5192
LizardByte/Sunshine;2021-12-15T23:38:57Z;2026-03-05T22:29:22Z;C++;45;1723;1183;1107
geekan/HowToLiveLonger;2022-04-16T04:15:18Z;2026-03-05T18:04:17Z;N/A;0;14;140;103
pbatard/rufus;2011-11-19T19:12:05Z;2026-03-05T18:20:44Z;C;88;1;2625;2616
zsh-users/zsh-autosuggestions;2013-10-26T16:09:37Z;2026-03-05T21:02:15Z;Shell;0;116;620;458
sorrycc/awesome-javascript;2014-07-01T15:59:02Z;2026-03-05T14:28:48Z;N/A;0;404;93;89
TriliumNext/Trilium;2017-05-23T00:30:20Z;2026-03-05T21:06:53Z;TypeScript;348;1801;5183;4323
netty/netty;2010-11-09T09:22:21Z;2026-03-05T09:41:38Z;Java;0;5065;6849;6281
typicode/husky;2014-06-23T12:14:21Z;2026-03-05T07:33:12Z;JavaScript;80;262;1110;1031
geekcomputers/Python;2011-11-30T09:04:08Z;2026-03-05T10:52:46Z;Python;0;2016;530;159
fxsjy/jieba;2012-09-29T07:52:01Z;2026-03-05T13:27:44Z;Python;9;96;873;231
BVLC/caffe;2013-09-12T18:39:48Z;2026-03-05T12:04:23Z;C++;14;1087;4801;3903
RVC-Project/Retrieval-based-Voice-Conversion-WebUI;2023-03-27T09:59:10Z;2026-03-05T19:34:25Z;Python;7;477;1994;1314
mouredev/Hello-Python;2022-08-03T17:14:53Z;2026-03-05T22:34:32Z;Python;0;0;425;404
ryanhanwu/How-To-Ask-Questions-The-Smart-Way;2015-03-28T16:52:40Z;2026-03-05T18:28:07Z;JavaScript;0;98;30;20
Textualize/textual;2021-04-08T15:24:47Z;2026-03-05T22:35:46Z;Python;212;2283;2351;2156
alan2207/bulletproof-react;2021-05-30T14:47:16Z;2026-03-05T22:27:47Z;TypeScript;0;70;117;77
laravel/framework;2013-01-10T21:27:28Z;2026-03-05T16:30:17Z;PHP;911;17566;19156;19104
xinntao/Real-ESRGAN;2021-07-19T03:23:30Z;2026-03-05T22:05:50Z;Python;10;21;752;174
kuchin/awesome-cto;2016-12-16T19:22:18Z;2026-03-05T21:17:14Z;N/A;0;18;14;14
jaredpalmer/formik;2017-06-14T19:50:59Z;2026-03-05T09:46:24Z;TypeScript;200;836;2268;1562
